formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C24H36O4	[M + H3N + H]+	C24H40NO4+	181.565	177.669	3.895	40	0.817	-2.224	2.225	0.356		406.295	628	592792039047757626	592789471164739163	1053
1	C23H45NO2	[M + K]+	C23H45KNO2+	67.778	67.778	0.000	13	0.959	-0.774	1.046	0.276		406.308	632	592792087483580598	592789471227653728	1054
1	C25H36O3	[M + Na]+	C25H36NaO3+	10.588	6.800	3.788	2	0.341	-0.323	0.710	0.698		407.256	632	592792098493628758	592789471290568293	1055
1	C25H42O4	[M + H]+	C25H43O4+	258.231	254.461	3.770	55	0.983	0.934	0.997	0.647		407.316	657	592792509770306171	592789471357677162	1056
1	C22H33NO4S	[M + H]+	C22H34NO4S+	27.485	27.485	0.000	11	0.910	2.747	2.747	-0.260		408.220	399	592790525134681566	592789471420591727	1057
1	C26H35NO4	[M - H2O + H]+	C26H34NO3+	50.250	43.590	6.660	17	0.987	1.411	1.411	-44116.151		408.253	505	592791148156604770	592789471479311988	1058
1	C25H42O3	[M + H3N + H]+	C25H46NO3+	169.879	166.017	3.862	48	0.877	-2.374	2.374	0.561		408.347	662	592792778583251790	592789471538032249	1059
1	C27H38O4	[M - H2O + H]+	C27H37O3+	269.412	265.716	3.695	59	0.994	-2.632	2.632	-44005.704		409.274	612	592791860320072679	592789471600946814	1060
1	C27H38O4	[M - H2O + H]+	C27H37O3+	277.050	273.298	3.751	60	1.000	-1.538	1.538	-44005.577		409.274	588	592791760046845324	592789471659667075	1061
1	C25H33NO5	[M - H2O + H]+	C25H32NO4+	38.244	34.361	3.884	10	0.997	2.885	2.885	-43903.670		410.232	431	592790783415729298	592789471722581640	1062
1	C24H31N3O3	[M + H]+	C24H32N3O3+	69.099	66.210	2.889	27	0.984	-0.858	2.336	4.709		410.246	623	592791958986881841	592789471781301901	1063
1	C22H36N2O4	[M + H3N + H]+	C22H40N3O4+	28.071	24.368	3.704	12	0.988	2.411	2.411	-0.032		410.301	498	592791277882235168	592789471835827858	1064
1	C21H8O7	[M + K]+	C21H8KO7+	3.252	3.252	0.000	0	0.000	-2.793	2.793	-2.800		410.989	421	592790907474854872	592789471894548119	1065
1	C24H42O5	[M + H]+	C24H43O5+	56.192	52.348	3.843	14	0.978	3.268	3.268	0.776		411.311	661	592792491944514056	592789471949074076	1066
1	C16H15N5O5S	[M + Na]+	C16H15N5NaO5S+	14.557	11.566	2.991	4	0.997	2.720	2.720	2.717		412.070	156	592790141007706493	592789472007794337	1067
1	C24H35N3O4	[M - H2O + H]+	C24H34N3O3+	21.195	17.378	3.817	6	0.987	1.296	2.380	-43687.471		412.259	350	592790527705790020	592789472066514598	1070
1	C24H30N2O3	[M + H3N + H]+	C24H34N3O3+	75.480	71.668	3.811	30	0.961	-1.640	1.640	0.635		412.260	467	592791061175126648	592789472125234859	1071
1	C22H21NO6	[M + H3N + H]+	C22H25N2O6+	27.623	23.753	3.870	12	0.934	-0.033	0.401	0.211		413.171	250	592790148347741099	592789472192343728	1073
1	C21H37NO6S	[M - H2O + H]+	C21H36NO5S+	10.915	10.915	0.000	4	1.000	1.830	1.830	-43479.157		414.231	475	592791028832847957	592789472267841205	1076
1	C24H37N3O2S	[M - H2O + H]+	C24H36N3OS+	31.772	31.772	0.000	8	0.955	2.383	2.383	-43475.720		414.258	468	592791035489208508	592789472339144378	1077
1	C23H40O5	[M + H3N + H]+	C23H44NO5+	2018.728	2014.815	3.913	4	0.994	0.020	0.222	0.290	DG(12:1_8:1)	414.322	615	592791898341439060	592789472406253247	1078
1	C24H51NO6	[M - H4O2 + H]+	C24H48NO4+	37.737	33.905	3.832	15	0.963	-2.430	2.430	-86932.235		414.358	586	592791595974059742	592789472469167812	1079
1	C24H34O8	[M - H4O2 + H]+	C24H31O6+	34.235	30.369	3.866	12	1.000	-3.151	3.151	-86753.071		415.212	527	592791176141001727	592789472532082377	1080
1	C24H51NO5	[M - H2O + H]+	C24H50NO4+	18.065	14.483	3.581	3	1.000	-1.175	1.175	-43255.359		416.374	589	592791743718419699	592789472590802638	1081
1	C22H33N3O4S	[M - H2O + H]+	C22H32N3O3S+	123.083	123.083	0.000	55	0.949	2.792	2.792	-43065.730		418.216	439	592790802185239884	592789472649522899	1082
1	C20H32O8	[M + H3N + H]+	C20H36NO8+	78.167	78.167	0.000	16	0.993	1.290	1.290	0.183		418.244	510	592791167249077009	592789472704048856	1083
1	C23H32N2O4	[M + H3N + H]+	C23H36N3O4+	45.468	39.070	6.398	13	0.328	1.632	1.632	0.399		418.270	393	592790473553129842	592789472762769117	1084
1	C23H40O5	[M + Na]+	C23H40NaO5+	49.719	45.927	3.792	9	0.987	0.378	0.905	0.894		419.277	617	592791900962879104	592789472817295074	1085
1	C28H40N2O2	[M - H2O + H]+	C28H39N2O+	5.565	1.958	3.607	1	0.000	0.519	0.519	-42952.857		419.306	590	592791862010377252	592789472880209639	1086
1	C26H39NO2	[M + Na]+	C26H39NNaO2+	15.456	11.759	3.697	2	0.450	1.976	1.976	1.046		420.288	600	592791760474664356	592789472934735596	1089
1	C25H38O4	[M + H3N + H]+	C25H42NO4+	149.234	145.500	3.734	46	0.917	-3.589	3.705	0.392		420.311	506	592791163360957052	592789472989261553	1090
1	C22H42O6	[M + H3N + H]+	C22H46NO6+	63.142	59.378	3.764	21	1.000	2.653	2.653	1.155		420.332	550	592791390587378676	592789473043787510	1091
1	C26H34N2O4	[M - H2O + H]+	C26H33N2O3+	22.567	18.843	3.725	8	1.000	2.330	2.330	-42755.441		421.248	459	592791006963746519	592789473098313467	1092
1	C17H33N5O6	[M + H3N + H]+	C17H37N6O6+	49.489	48.908	0.581	9	0.740	0.987	0.987	9.069		421.281	312	592790168706898112	592789473152839424	1093
1	C21H31N3O4S	[M + H]+	C21H32N3O4S+	92.428	92.428	0.000	44	0.961	2.966	2.966	-0.246		422.211	355	592790466728995760	592789473211559685	1094
1	C21H37NO6	[M + Na]+	C21H37NNaO6+	15.398	15.398	0.000	7	0.843	-8.460	8.460	-8.073		422.248	626	592791913667426121	592789473266085642	1095
1	C23H45NO3	[M + K]+	C23H45KNO3+	55.197	55.197	0.000	18	0.974	0.640	0.688	0.397		422.303	632	592792094739726604	592789473320611599	1096
1	C25H40O4	[M + H3N + H]+	C25H44NO4+	134.909	131.018	3.891	46	0.967	-0.298	0.880	0.248		422.327	530	592791196789560725	592789473375137556	1097
1	C20H32O8	[M + Na]+	C20H32NaO8+	9.114	5.216	3.898	1	0.364	1.706	1.706	0.027		423.199	510	592791236132132666	592789473433857817	1098
1	C25H42O5	[M + H]+	C25H43O5+	217.918	214.070	3.847	58	1.000	2.319	2.319	-0.782		423.310	627	592792002985131408	592789473492578078	1099
1	C26H35NO5	[M - H2O + H]+	C26H34NO4+	32.882	26.183	6.699	8	1.000	2.187	2.187	-42452.880		424.248	437	592790794807459111	592789473551298339	1100
1	C22H46O6	[M + H3N + H]+	C22H50NO6+	20.572	20.572	0.000	6	0.795	2.650	2.650	-0.600		424.363	666	592792566179501125	592789473605824296	1101
1	C27H58N2O2	[M - H2O + H]+	C27H57N2O+	16.012	12.246	3.766	2	0.991	-0.287	1.021	-42332.563		425.447	655	592792475498647815	592789473664544557	1102
1	C24H28N2O4	[M + H3N + H]+	C24H32N3O4+	146.053	143.127	2.926	36	0.753	-1.253	2.364	4.732		426.241	637	592792112112533996	592789473719070514	1103
1	C26H32O4	[M + H3N + H]+	C26H36NO4+	171.725	167.791	3.934	54	0.983	3.052	3.052	0.059		426.264	662	592792592121271797	592789473777790775	1104
1	C20H41O6P	[M + H3N + H]+	C20H45NO6P+	136.621	132.784	3.837	42	0.964	1.616	1.616	0.419		426.298	606	592791887864067554	592789473832316732	1105
1	C25H44O4	[M + H3N + H]+	C25H48NO4+	105.371	101.466	3.906	43	0.946	-3.121	3.121	0.316		426.358	586	592791719458565179	592789473886842689	1106
1	C20H30N2O7	[M + H3N + H]+	C20H34N3O7+	112.550	109.868	2.682	34	0.826	-2.860	2.860	-2.678		428.238	636	592792118554985024	592789473941368646	1107
1	C26H34O4	[M + H3N + H]+	C26H38NO4+	204.316	204.316	0.000	50	0.950	2.574	2.574	0.408		428.280	665	592792768718248719	592789474000088907	1108
1	C25H34N2O3	[M + H3N + H]+	C25H38N3O3+	158.775	154.922	3.853	56	0.931	0.036	1.300	-0.347		428.291	432	592790809969868225	592789474054614864	1109
1	C24H42O5	[M + H3N + H]+	C24H46NO5+	5125.989	5122.360	3.629	48	0.966	2.793	2.793	0.210	DG(13:1_8:1)	428.337	633	592792195172337178	592789474113335125	1110
1	C24H42O5	[M + H3N + H]+	C24H46NO5+	3026.438	3022.602	3.835	7	0.998	-0.114	0.526	0.327	DG(11:2_10:0)	428.337	669	592792894534786462	592789474172055386	1111
1	C25H51NO5	[M - H2O + H]+	C25H50NO4+	45.276	38.738	6.538	16	0.944	-3.103	3.103	-42043.650		428.374	613	592791755026263376	592789474230775647	1112
1	C26H37NO3	[M + H3N + H]+	C26H41N2O3+	60.771	54.344	6.428	22	0.997	-1.244	1.244	0.211		429.311	604	592791845119914765	592789474289495908	1113
1	C29H48O2	[M + H]+	C29H49O2+	171.390	171.390	0.000	57	1.000	0.306	0.610	-0.133		429.373	731	592793489467452398	592789474352410473	1114
1	C29H50O3	[M - H2O + H]+	C29H49O2+	173.404	173.404	0.000	59	1.000	-0.977	1.039	-41945.734		429.373	717	592793031155851856	592789474415325038	1115
1	C23H33N3O4S	[M - H2O + H]+	C23H32N3O3S+	148.291	148.291	0.000	56	0.964	2.557	2.557	-41864.159		430.216	442	592790787576478937	592789474474045299	1116
1	C23H28N2O3S	[M + H3N + H]+	C23H32N3O3S+	101.047	101.047	0.000	28	0.771	2.923	2.923	-0.579		430.216	407	592790897819566843	592789474536959864	1117
1	C17H33N3O8	[M + Na]+	C17H33N3NaO8+	109.791	107.986	1.805	44	0.912	0.908	0.933	0.056		430.216	415	592790864751673419	592789474599874429	1118
1	C25H53NO5	[M - H2O + H]+	C25H52NO4+	18.599	12.074	6.524	2	1.000	-0.714	0.843	-41847.037		430.389	608	592791794960232350	592789474666983298	1119
1	C25H42N2O6	[M - H4O2 + H]+	C25H39N2O4+	34.474	30.671	3.803	17	0.977	2.342	2.342	-83520.466		431.290	461	592791003713160803	592789474738286471	1120
1	C21H39N3O5	[M + H3N + H]+	C21H43N4O5+	39.065	35.271	3.794	10	0.905	2.361	2.361	-0.062		431.323	465	592791134286040990	592789474797006732	1121
1	C19H33N3O8	[M + H]+	C19H34N3O8+	72.643	71.231	1.412	15	0.997	-5.074	5.074	-5.972		432.231	444	592790895256846960	592789474864115601	1122
1	C23H37N3O5S	[M - H4O2 + H]+	C23H34N3O3S+	48.355	48.355	0.000	19	0.966	3.163	3.250	-83338.027		432.231	436	592790841972408290	592789474918641558	1123
1	C23H35N3O4S	[M - H2O + H]+	C23H34N3O3S+	106.102	106.102	0.000	54	0.959	2.535	2.535	-41668.667		432.232	472	592791090044521732	592789474981556123	1124
1	C19H33N3O8	[M + H]+	C19H34N3O8+	39.963	38.304	1.659	12	1.000	-9.392	9.392	-5.880		432.232	470	592791102178643497	592789475040276384	1125
1	C24H30O6	[M + H3N + H]+	C24H34NO6+	35.735	35.735	0.000	16	0.329	-0.452	1.136	0.291		432.238	527	592791301592635763	592789475094802341	1126
1	C23H37N3O7	[M - H4O2 + H]+	C23H34N3O5+	23.510	20.850	2.660	9	1.000	4.595	4.595	-83329.536		432.251	523	592791309645699593	592789475153522602	1127
1	C18H38O10	[M + H3N + H]+	C18H42NO10+	57.681	57.681	0.000	18	0.820	1.643	1.643	-0.678		432.280	237	592790088167862330	592789475468095407	1128
1	C27H34N2O4	[M - H2O + H]+	C27H33N2O3+	24.026	20.511	3.514	8	1.000	2.771	2.771	-41572.775		433.248	485	592791087783791844	592789475572953012	1129
1	C23H33N3O4	[M + H3N + H]+	C23H37N4O4+	59.103	59.103	0.000	17	0.753	2.586	2.586	0.203		433.281	338	592790163484988210	592789475627478969	1130
1	C23H32N2O3S	[M + H3N + H]+	C23H36N3O3S+	36.785	36.785	0.000	14	0.942	2.786	2.786	0.416		434.247	470	592791031374596228	592789475686199230	1131
1	C23H32N2O3S	[M + H3N + H]+	C23H36N3O3S+	90.690	90.690	0.000	41	0.922	2.480	2.480	-0.206		434.247	508	592791180058481795	592789475740725187	1132
1	C18H33N7O4	[M + Na]+	C18H33N7NaO4+	41.655	39.095	2.560	11	0.986	-2.279	2.279	-3.231		434.247	479	592791141550575663	592789475799445448	1133
1	C24H35NO5	[M + H3N + H]+	C24H39N2O5+	129.575	125.738	3.837	29	0.612	-2.201	2.284	0.393		435.286	571	592791617998350203	592789475853971405	1134
1	C31H37NO3	[M - H4O2 + H]+	C31H34NO+	17.069	13.269	3.800	6	0.779	0.782	0.791	-82567.845		436.263	548	592791446682001191	592789475912691666	1135
1	C25H38O5	[M + H3N + H]+	C25H42NO5+	46.049	39.495	6.554	7	0.987	0.658	0.658	0.161		436.306	612	592791794737934202	592789475971411927	1136
1	C26H42O4	[M + H3N + H]+	C26H46NO4+	158.778	155.023	3.755	35	0.924	-4.511	4.511	0.400		436.342	682	592793009865564624	592789476025937884	1137
1	C23H37N3O4	[M + H3N + H]+	C23H41N4O4+	27.801	21.322	6.479	5	0.987	-0.330	1.928	-0.554		437.312	379	592790562254272901	592789476080463841	1138
1	C25H37NO4	[M + Na]+	C25H37NNaO4+	97.411	95.057	2.353	46	0.965	3.298	3.298	5.432		438.264	512	592791188149294378	592789476134989798	1139
1	C21H41O6P	[M + H3N + H]+	C21H45NO6P+	87.505	81.097	6.408	25	0.950	1.593	1.593	-0.231		438.298	600	592791815935946864	592789476193710059	1140
1	C21H41O6P	[M + H3N + H]+	C21H45NO6P+	33.211	29.390	3.820	9	0.993	-0.331	0.411	0.248		438.298	636	592792142756119481	592789476248236016	1141
1	C26H44O4	[M + H3N + H]+	C26H48NO4+	74.414	70.589	3.825	23	0.744	-1.612	1.612	0.375		438.358	624	592791937197472135	592789476311150581	1142
1	C19H38NO8P	[M + H]+	C19H39NO8P+	11.365	11.057	0.308	2	0.918	-7.962	7.962	-8.859		440.237	502	592791166527656682	592789476369870842	1143
1	C25H30N2O4	[M + H3N + H]+	C25H34N3O4+	154.317	151.310	3.006	32	0.640	-0.101	1.108	4.286		440.256	654	592792463062536162	592789476432785407	1144
1	C21H43O6P	[M + H3N + H]+	C21H47NO6P+	63.472	55.130	8.341	18	0.941	1.605	1.605	0.111		440.314	635	592792112435495427	592789476487311364	1146
1	C23H43NO9	[M - H4O2 + H]+	C23H40NO7+	177.125	173.259	3.866	58	0.997	-1.064	1.075	-81443.549		442.280	610	592791851742720845	592789476546031625	1148
1	C25H49NO6	[M - H2O + H]+	C25H48NO5+	19.847	15.994	3.853	4	0.990	-1.210	1.210	-40714.853		442.353	614	592791935607830806	592789476604751886	1149
1	C26H53NO5	[M - H2O + H]+	C26H52NO4+	42.499	35.869	6.630	19	0.951	-2.295	2.295	-40712.012		442.389	620	592791915017992088	592789476659277843	1150
1	C24H42O6	[M + H3N + H]+	C24H46NO6+	119.718	119.718	0.000	38	0.984	2.568	2.568	-0.641		444.332	627	592792048619159472	592789476717998104	1151
1	C27H40O4	[M + H3N + H]+	C27H44NO4+	135.301	131.418	3.883	43	0.965	-4.012	4.012	0.145		446.327	526	592791319611365919	592789476772524061	1152
1	C24H49NO7	[M - H2O + H]+	C24H48NO6+	29.673	23.059	6.614	10	0.997	-0.897	0.897	-40351.110		446.348	585	592791671920323018	592789476831244322	1153
1	C24H49NO7	[M - H2O + H]+	C24H48NO6+	35.181	28.581	6.600	10	0.993	-1.172	1.172	-40350.993		446.348	570	592791666543225116	592789476885770279	1154
1	C28H36N2O4	[M - H2O + H]+	C28H35N2O3+	24.148	20.263	3.885	8	1.000	2.295	2.295	-40268.590		447.264	487	592791098647039395	592789476944490540	1155
1	C25H35NO5	[M + H3N + H]+	C25H39N2O5+	97.786	93.963	3.823	29	0.977	1.795	1.795	0.047		447.285	393	592790482138870437	592789477007405105	1156
1	C24H35N3O4	[M + H3N + H]+	C24H39N4O4+	63.033	56.725	6.308	10	0.768	1.104	1.104	-0.698		447.296	344	592790295228090958	592789477082902582	1157
1	C27H42O4	[M + H3N + H]+	C27H46NO4+	163.350	159.441	3.909	55	0.959	-4.102	4.102	0.122		448.342	553	592791476805493113	592789477154205755	1158
1	C30H45NO3	[M - H2O + H]+	C30H44NO2+	64.993	61.098	3.895	27	0.936	3.125	3.125	-39993.548		450.337	562	592791678266305109	592789477212926016	1160
1	C27H44O4	[M + H3N + H]+	C27H48NO4+	50.211	46.351	3.860	17	0.932	-0.824	0.824	0.343		450.358	607	592791804263198677	592789477271646277	1161
1	C24H39NO8	[M - H2O + H]+	C24H38NO7+	30.264	26.362	3.902	7	0.960	2.837	2.837	-39823.372		452.264	398	592790527068255786	592789477330366538	1163
1	C21H42NO7P	[M + H]+	C21H43NO7P+	4085.316	4081.425	3.890	29	0.996	-4.360	4.360	0.164	LPE(16:1)	452.277	558	592791511425278806	592789477384892495	1164
1	C21H42NO7P	[M + H]+	C21H43NO7P+	6068.424	6064.580	3.844	29	0.995	-2.454	2.454	0.098	LPE(16:1)	452.277	572	592791592706696832	592789477443612756	1165
1	C21H42NO7P	[M + H]+	C21H43NO7P+	5054.497	5050.794	3.703	14	0.984	-1.637	1.637	0.606	LPE(16:1)	452.277	610	592791831224185439	592789477502333017	1166
1	C22H43O6P	[M + H3N + H]+	C22H47NO6P+	35.263	28.789	6.473	11	0.954	-0.654	0.700	0.329		452.314	658	592792486609359300	592789477561053278	1167
1	C21H44NO7P	[M + H]+	C21H45NO7P+	6050.588	6046.714	3.873	23	0.970	-2.399	2.399	0.317	LPE(16:0)	454.293	621	592791923805059126	592789477619773539	1168
1	C22H48NO6P	[M + H]+	C22H49NO6P+	3044.402	3040.563	3.839	7	0.980	-0.695	0.874	0.195	PC 14:0	454.329	572	592791595848230619	592789477674299496	1169
1	C27H48O4	[M + H3N + H]+	C27H52NO4+	108.187	104.420	3.767	49	0.938	-2.777	2.777	0.384		454.389	618	592792086166569087	592789477733019757	1170
1	C27H48N2O	[M + K]+	C27H48KN2O+	159.263	159.263	0.000	57	0.995	2.719	2.719	5.134		455.342	594	592791911205369583	592789477787545714	1171
1	C25H35N3O6	[M - H2O + H]+	C25H34N3O5+	31.948	28.117	3.831	12	0.997	2.197	2.197	-39475.471		456.249	407	592790916257727583	592789477850460279	1172
1	C26H34N2O4	[M + H3N + H]+	C26H38N3O4+	160.171	157.228	2.944	49	0.935	-1.285	1.983	4.508		456.288	619	592791984714743026	592789477913374844	1173
1	C26H34N2O4	[M + H3N + H]+	C26H38N3O4+	150.924	147.889	3.034	51	0.964	1.000	1.519	4.157		456.288	651	592792338122607772	592789477967900801	1174
1	C26H46O5	[M + H3N + H]+	C26H50NO5+	25.326	21.462	3.864	6	0.996	-0.179	0.441	0.526		456.369	669	592792653072898007	592789478022426758	1175
1	C27H55NO5	[M - H2O + H]+	C27H54NO4+	26.731	23.157	3.574	6	0.902	-2.860	2.860	-39461.566		456.405	641	592792131095954206	592789478081147019	1176
1	C23H21NO8	[M + H3N + H]+	C23H25N2O8+	38.174	34.282	3.892	5	0.991	0.094	0.302	0.039		457.161	250	592790173563902804	592789478139867280	1177
1	C26H49NO4	[M + H3N + H]+	C26H53N2O4+	75.903	72.525	3.378	31	0.955	1.021	1.021	0.296		457.400	550	592791389102595007	592789478194393237	1178
1	C25H32N2O3S	[M + H3N + H]+	C25H36N3O3S+	92.827	86.556	6.272	33	0.886	2.745	2.745	-0.261		458.247	467	592791048072120653	592789478257307802	1180
1	C19H37N3O8	[M + Na]+	C19H37N3NaO8+	110.176	105.947	4.229	45	0.816	1.835	1.835	-0.231		458.247	500	592791164443087515	592789478320222367	1181
1	C21H35N3O8	[M + H]+	C21H36N3O8+	46.054	42.125	3.928	19	0.894	1.540	2.260	-4.979		458.247	468	592791118561595050	592789478383136932	1182
1	C25H37N3O4S	[M - H2O + H]+	C25H36N3O3S+	68.475	60.942	7.533	33	0.979	2.702	2.702	-39303.277		458.247	500	592791319825275455	592789478446051497	1183
1	C21H35N3O8	[M + H]+	C21H36N3O8+	73.074	69.534	3.540	31	0.976	-3.932	3.932	-5.983		458.247	475	592791059149277738	592789478508966062	1184
1	C26H36N2O4	[M + H3N + H]+	C26H40N3O4+	138.321	135.047	3.274	48	0.820	3.617	3.617	-0.618		458.301	420	592790867285033061	592789478563492019	1185
1	C25H44O6	[M + H3N + H]+	C25H48NO6+	30.437	26.596	3.841	11	0.976	1.742	1.742	0.601		458.348	566	592791596745811729	592789478622212280	1186
1	C26H37NO6	[M + H]+	C26H38NO6+	51.377	47.584	3.793	17	1.000	-2.997	2.997	0.642		460.270	527	592791186467378447	592789478676738237	1188
1	C26H55NO6	[M - H2O + H]+	C26H54NO5+	69.115	62.664	6.451	30	0.725	-4.624	4.962	-39118.557		460.400	659	592792465709142029	592789478735458498	1189
1	C21H41N3O9	[M - H2O + H]+	C21H40N3O8+	78.239	76.378	1.861	43	0.920	-3.899	3.899	-38966.237		462.278	577	592791572871832895	592789478789984455	1190
1	C21H39N3O8	[M + H]+	C21H40N3O8+	39.716	38.361	1.355	11	0.989	-4.898	4.898	-5.174		462.279	547	592791428877180274	592789478844510412	1191
1	C24H49NO8	[M - H2O + H]+	C24H48NO7+	18.806	14.976	3.830	8	0.990	-2.669	2.669	-38955.046		462.343	537	592791345515387603	592789478899036369	1192
1	C23H22N6O4	[M + H3N + H]+	C23H26N7O4+	160.297	157.654	2.644	46	0.883	-1.412	2.257	1.338		464.205	626	592791985675238692	592789478953562326	1194
1	C23H43O6P	[M + H3N + H]+	C23H47NO6P+	51.686	47.897	3.788	18	0.935	-2.574	2.574	0.406		464.314	648	592792245311048002	592789479012282587	1195
1	C23H46NO6P	[M + H]+	C23H47NO6P+	54.678	50.942	3.736	25	0.983	-1.151	1.249	0.471		464.314	659	592792485736944044	592789479066808544	1196
1	C27H49NO7	[M - H4O2 + H]+	C27H46NO5+	169.377	165.521	3.856	57	0.987	-3.032	3.032	-77575.208		464.337	480	592791148391485827	592789479121334501	1197
1	C24H46O7	[M + H3N + H]+	C24H50NO7+	165.273	161.425	3.848	44	0.999	2.797	2.797	0.561		464.358	552	592791431624449474	592789479175860458	1198
1	C22H44NO7P	[M + H]+	C22H45NO7P+	2058.620	2055.046	3.574	30	0.966	-3.159	3.442	0.331	LPE(17:1)	466.293	578	592791665586923784	592789479234580719	1199
1	C22H44NO7P	[M + H]+	C22H45NO7P+	5061.198	5057.308	3.889	28	0.976	-3.525	3.525	0.459	LPE(17:1)	466.293	599	592791869211997382	592789479293300980	1200
1	C22H44NO7P	[M + H]+	C22H45NO7P+	5114.466	5110.565	3.901	46	0.944	-4.356	4.356	0.459	LPE(17:1)	466.293	610	592791894956635700	592789479360409849	1201
1	C22H44NO7P	[M + H]+	C22H45NO7P+	85.338	81.409	3.929	30	0.970	-3.560	3.560	0.631		466.293	566	592791687191784088	592789479431713022	1202
1	C22H44NO7P	[M + H]+	C22H45NO7P+	4029.846	4026.067	3.779	16	0.934	-1.188	1.567	0.524	LPE(17:1)	466.293	634	592792207742666505	592789479507210499	1203
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	121.536	117.656	3.880	39	0.884	-1.228	2.014	-0.132		466.329	647	592792133285380940	592789479578513672	1204
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	37.237	33.324	3.912	14	0.964	-1.709	1.709	-0.067		466.329	572	592791556279166023	592789479645622541	1205
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	32.387	28.484	3.904	9	0.996	-0.409	0.744	0.212		466.329	547	592791478210585053	592789479746285867	1206
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	34.849	28.470	6.379	9	0.996	-0.436	0.436	-0.239		466.329	779	592793800483483296	592789479809200432	1207
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	55.049	51.276	3.773	13	0.996	-1.867	1.867	-0.024		466.329	564	592791745681354013	592789479872114997	1208
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	32.568	28.666	3.903	9	0.996	-0.112	0.495	0.083		466.329	504	592791178410120299	592789479930835258	1209
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	47.413	43.500	3.912	15	0.996	-1.364	1.364	-0.067		466.329	572	592791560595104953	592789479989555519	1210
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	32.136	28.192	3.944	9	0.996	-1.041	1.041	-0.024		466.329	491	592791141437329431	592789480044081476	1211
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	32.426	28.559	3.868	9	0.996	-0.504	0.504	-0.046		466.329	531	592791223993816785	592789480102801737	1212
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	47.029	43.104	3.924	13	0.985	-1.369	1.369	0.061		466.329	595	592791833665270414	592789480161521998	1213
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	32.360	28.746	3.614	9	0.996	-0.564	0.566	-0.046		466.329	516	592791233816876831	592789480216047955	1214
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	33.872	29.969	3.904	13	0.997	-1.912	1.912	0.212		466.329	547	592791484489458241	592789480274768216	1215
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	49.810	45.936	3.874	21	0.993	-1.560	1.560	-0.132		466.329	589	592791539384509424	592789480333488477	1216
1	C23H45O6P	[M + H3N + H]+	C23H49NO6P+	44.115	40.190	3.926	16	0.984	-2.017	2.017	0.126		466.329	583	592791560154703009	592789480396403042	1217
1	C26H53NO3	[M + K]+	C26H53KNO3+	19.175	19.175	0.000	7	0.976	-0.122	0.388	0.252		466.366	635	592792095545032993	592789480455123303	1218
1	C22H46NO7P	[M + H]+	C22H47NO7P+	7025.582	7021.680	3.902	11	0.995	1.361	1.361	-0.119	LPC(14:0)	468.308	555	592791511572079448	592789480513843564	1219
1	C22H46NO7P	[M + H]+	C22H47NO7P+	29.275	25.346	3.930	14	0.977	-4.118	4.118	0.030		468.308	627	592791950262729386	592789480568369521	1220
1	C23H47O6P	[M + H3N + H]+	C23H51NO6P+	53.423	49.874	3.549	17	0.932	0.990	0.990	-0.857		468.344	779	592793783446220372	592789480627089782	1221
1	C23H50NO6P	[M + H]+	C23H51NO6P+	3019.366	3015.546	3.819	5	0.980	1.072	1.072	0.659	PC 15:0	468.345	608	592791868779984064	592789480690004347	1222
1	C24H50O7	[M + H3N + H]+	C24H54NO7+	49.206	45.520	3.686	15	0.997	2.811	2.811	-0.874		468.389	664	592792672312170556	592789480748724608	1223
1	C25H45NO8	[M - H2O + H]+	C25H44NO7+	119.990	116.141	3.849	52	0.981	-1.838	1.838	-38294.328		470.312	610	592791849150640946	592789480807444869	1224
1	C26H49NO7	[M - H2O + H]+	C26H48NO6+	32.157	25.445	6.712	13	1.000	0.407	0.598	-38292.040		470.348	562	592791716514163750	592789480861970826	1225
1	C25H44O9	[M - H2O + H]+	C25H43O8+	255.925	249.419	6.506	60	1.000	-3.603	3.603	-38214.892		471.295	578	592791668355164531	592789480924885391	1226
1	C25H44O9	[M - H2O + H]+	C25H43O8+	254.045	250.143	3.903	57	0.940	-0.569	1.324	-38214.782		471.295	566	592791730909015233	592789480983605652	1227
1	C28H44N2O5	[M - H2O + H]+	C28H43N2O4+	36.699	32.859	3.839	15	0.974	1.909	1.909	-38213.382		471.322	476	592791064857725644	592789481042325913	1228
